Gene_Locus,Unambiguous Insertion Location?,GeneID,Tn_insertion_position(bp),Gene_Length(bp),PAO1_ortholog,Gene_Name,Gene_Description
PA14_19150,Y,GID2702,57,861,PA3474,,hypothetical protein
PA14_19150,Y,GID2702,57,861,PA3474,,hypothetical protein
PA14_19160,Y,GID2556,322,900,PA3473,,hypothetical protein
PA14_19170,Y,GID3873,224,597,PA3472,,hypothetical protein
PA14_19190,Y,GID564,29,1695,PA3471,,malate dehydrogenase
PA14_19190,Y,GID564,1386,1695,PA3471,,malate dehydrogenase
PA14_19210,Y,GID4090,485,543,PA3469,,hypothetical protein
PA14_19210,Y,GID4090,115,543,PA3469,,hypothetical protein
PA14_19230,Y,GID1202,146,1329,PA3468,,hypothetical protein
PA14_19230,Y,GID1202,1103,1329,PA3468,,hypothetical protein
PA14_19270,Y,GID1055,503,1368,PA3467,,MFS transporter
PA14_19310,Y,GID559,1055,1716,PA3465,,hypothetical protein
PA14_19320,Y,GID1067,98,1326,PA3464,,hypothetical protein
PA14_19340,Y,GID111,629,2757,PA3462,,sensor/response regulator hybrid
PA14_19350,Y,GID1460,32,1197,PA3461,,hypothetical protein
PA14_19360,Y,GID510,1496,1758,PA3460,,GNAT family acetyltransferase
PA14_19370,Y,GID472,236,1770,PA3459,,asparagine synthetase
PA14_19390,Y,GID3303,428,753,PA3457,,hypothetical protein
PA14_19400,Y,GID343,78,1965,PA3456,mnmC,5-methylaminomethyl-2-thiouridine methyltransferase
PA14_19400,Y,GID343,908,1965,PA3456,mnmC,5-methylaminomethyl-2-thiouridine methyltransferase
PA14_19400,Y,GID343,908,1965,PA3456,mnmC,5-methylaminomethyl-2-thiouridine methyltransferase
PA14_19410,Y,GID726,365,1491,PA3455,,hypothetical protein
PA14_19430,Y,GID1562,432,1185,PA3454,,acyl-CoA thiolase
PA14_19470,Y,GID685,130,1572,PA3452,mqoA,malate:quinone oxidoreductase
PA14_19470,Y,GID685,1289,1572,PA3452,mqoA,malate:quinone oxidoreductase
PA14_19480,Y,GID5417,157,210,PA3451,,hypothetical protein
PA14_19490,Y,GID3633,250,639,PA3450,,antioxidant protein
PA14_19500,Y,GID2148,110,1005,PA3449,,hypothetical protein
PA14_19520,Y,GID3202,540,750,PA3447,,ABC transporter ATP-binding protein
PA14_19540,Y,GID2263,120,972,PA3445,,hypothetical protein
PA14_19560,Y,GID1629,140,1149,PA3444,ssuD,alkanesulfonate monooxygenase
PA14_19570,Y,GID3055,689,789,PA3443,,ABC transporter permease
PA14_19600,Y,GID5397,82,339,,,hypothetical protein
PA14_19620,Y,GID4909,179,372,PA3439,folX,"D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase"
PA14_19630,Y,GID4047,268,561,PA3438,folE1,GTP cyclohydrolase I
PA14_19640,Y,GID3443,216,705,PA3437,,short chain dehydrogenase
PA14_19650,Y,GID3967,469,558,PA3436,,hypothetical protein
PA14_19670,Y,GID2666,577,894,PA3433,,LysR family transcriptional regulator
PA14_19670,Y,GID2666,577,894,PA3433,,LysR family transcriptional regulator
PA14_19700,Y,GID3044,434,780,PA3430,,aldolase
PA14_19710,Y,GID2384,248,897,PA3429,,alpha/beta hydrolase
PA14_19730,Y,GID2376,697,912,PA3427,,oxidoreductase
PA14_19740,Y,GID3193,583,771,PA3426,,enoyl-CoA hydratase
PA14_19800,Y,GID3182,433,744,PA3423,,AraC family transcriptional regulator
PA14_19800,Y,GID3182,125,744,PA3423,,AraC family transcriptional regulator
PA14_19810,Y,GID468,179,1758,PA3422,,hypothetical protein
PA14_19830,Y,GID985,935,1371,PA3421,,hypothetical protein
PA14_19830,Y,GID985,473,1371,PA3421,,hypothetical protein
PA14_19850,Y,GID166,667,2484,PA3420,,transcriptional regulator
PA14_19860,Y,GID2995,707,813,PA3419,,hypothetical protein
PA14_19870,Y,GID2017,196,1026,PA3418,ldh,leucine dehydrogenase
PA14_19900,Y,GID1740,188,1098,PA3417,,pyruvate dehydrogenase E1 component subunit alpha
PA14_19910,Y,GID2142,215,1002,PA3416,,"pyruvate dehydrogenase E1 component, beta chain"
PA14_19910,Y,GID2142,215,1002,PA3416,,"pyruvate dehydrogenase E1 component, beta chain"
PA14_19930,Y,GID6337,235,459,,,hypothetical protein
PA14_19960,Y,GID5218,113,270,PA3412,,hypothetical protein
PA14_19970,Y,GID5383,38,219,PA3411,,hypothetical protein
PA14_20000,Y,GID2220,983,987,PA3409,,transmembrane sensor
PA14_20010,Y,GID108,13,2676,PA3408,hasR,heme uptake outer membrane receptor HasR
PA14_20010,Y,GID108,287,2676,PA3408,hasR,heme uptake outer membrane receptor HasR
PA14_20020,Y,GID3774,137,618,PA3407,hasAp,heme acquisition protein HasAp
PA14_20030,Y,GID547,57,1791,PA3406,hasD,transport protein HasD
PA14_20030,Y,GID547,142,1791,PA3406,hasD,transport protein HasD
PA14_20040,Y,GID1297,638,1332,PA3405,hasE,metalloprotease secretion protein
PA14_20050,Y,GID1253,1307,1356,PA3404,,outer membrane protein
PA14_20060,Y,GID6335,218,288,,,hypothetical protein
PA14_20070,Y,GID4426,232,486,PA3403,,hypothetical protein
PA14_20080,Y,GID2297,671,972,PA3402,,hypothetical protein
PA14_20100,Y,GID1653,562,1173,PA3401,,hypothetical protein
PA14_20110,Y,GID1684,103,1134,PA3400,,hypothetical protein
PA14_20120,Y,GID5015,167,342,PA3399,,hypothetical protein
PA14_20150,Y,GID4029,355,537,PA3396,nosL,NosL protein
PA14_20170,Y,GID3012,422,828,PA3395,nosY,NosY protein
PA14_20180,Y,GID2566,768,915,PA3394,nosF,NosF protein
PA14_20190,Y,GID1246,987,1287,PA3393,nosD,copper ABC transporter periplasmic substrate-binding protein
PA14_20200,Y,GID361,931,1911,PA3392,nosZ,nitrous-oxide reductase
PA14_20200,Y,GID361,1567,1911,PA3392,nosZ,nitrous-oxide reductase
PA14_20230,Y,GID271,518,2148,PA3391,nosR,regulatory protein NosR
PA14_20240,Y,GID4642,146,414,PA3389,,ring-cleaving dioxygenase
PA14_20260,Y,GID3363,161,696,PA3388,,hypothetical protein
PA14_20270,Y,GID3166,487,771,PA3387,rhlG,beta-ketoacyl reductase
PA14_20280,Y,GID4832,242,366,PA3386,,hypothetical protein
PA14_20290,Y,GID5087,28,327,PA3385,,DNA binding-protein
PA14_20320,Y,GID2096,425,1005,PA3383,phnD,phosphonate ABC transporter substrate-binding protein
PA14_20320,Y,GID2096,479,1005,PA3383,phnD,phosphonate ABC transporter substrate-binding protein
PA14_20380,Y,GID1767,370,1101,PA3378,phnI,hypothetical protein
PA14_20400,Y,GID2933,268,816,PA3376,phnK,phosphonate C-P lyase system protein PhnK
PA14_20420,Y,GID3411,173,717,PA3375,phnL,phosphonate ABC transporter ATPase
PA14_20430,Y,GID1652,556,1164,PA3374,phnM,phosphonate metabolism protein
PA14_20440,Y,GID4074,19,558,PA3373,phnN,phosphonate transport ATP-binding protein
PA14_20440,Y,GID4074,274,558,PA3373,phnN,phosphonate transport ATP-binding protein
PA14_20450,Y,GID2934,223,771,PA3372,phnP,carbon-phosphorus lyase complex accessory protein
PA14_20490,Y,GID3488,559,666,PA3368,,putatative acetyltransferase
PA14_20510,Y,GID4081,27,975,,,hypothetical protein
PA14_20510,Y,GID4081,108,975,,,hypothetical protein
PA14_20520,Y,GID1501,94,2712,,,hypothetical protein
PA14_20520,Y,GID1501,167,2712,,,hypothetical protein
PA14_20550,Y,GID4926,31,339,PA3367,,hypothetical protein
PA14_20560,Y,GID1823,258,1041,PA3366,amiE,acylamide amidohydrolase
PA14_20570,Y,GID1747,204,1116,PA3365,amiB,chaperone
PA14_20580,Y,GID1519,86,1158,PA3364,amiC,aliphatic amidase expression-regulating protein
PA14_20600,Y,GID6327,200,675,,,hypothetical protein
PA14_20620,Y,GID2016,50,1059,PA3360,,HlyD family secretion protein
PA14_20630,Y,GID2044,441,1011,PA3359,,hypothetical protein
PA14_20640,Y,GID2701,698,879,PA3358,,hypothetical protein
PA14_20650,Y,GID1111,442,1347,PA3357,dsdA,D-serine dehydratase
PA14_20670,Y,GID1320,1085,1242,PA3356,,glutamine synthetase
PA14_20680,Y,GID1215,83,1305,PA3355,,MFS transporter
PA14_20680,Y,GID1215,713,1305,PA3355,,MFS transporter
PA14_20690,Y,GID3790,285,612,PA3354,,hypothetical protein
PA14_20700,Y,GID3008,6,792,PA3353,,glycosyltransferase
PA14_20730,Y,GID5107,265,324,PA3351,flgM,hypothetical protein
PA14_20730,Y,GID5107,266,324,PA3351,flgM,hypothetical protein
PA14_20740,Y,GID3499,55,699,PA3350,flgA,flagellar basal body P-ring biosynthesis protein FlgA
PA14_20750,Y,GID2514,394,933,PA3349,,chemotaxis protein
PA14_20760,Y,GID2887,85,825,PA3348,,chemotaxis protein methyltransferase
PA14_20770,Y,GID5145,130,306,PA3347,,hypothetical protein
PA14_20780,Y,GID573,343,1716,PA3346,,two-component response regulator
PA14_20800,Y,GID4990,65,351,PA3345,,histidine phosphotransfer domain-containing protein
PA14_20800,Y,GID4990,81,351,PA3345,,histidine phosphotransfer domain-containing protein
PA14_20810,Y,GID280,1141,2139,PA3344,recQ,ATP-dependent DNA helicase RecQ
PA14_20820,Y,GID1570,34,1170,PA3343,,two-component response regulator
PA14_20820,Y,GID1570,121,1170,PA3343,,two-component response regulator
PA14_20840,Y,GID1859,239,1017,PA3342,,hypothetical protein
PA14_20840,Y,GID1859,225,1017,PA3342,,hypothetical protein
PA14_20850,Y,GID4689,39,435,PA3341,,MarR family transcriptional regulator
PA14_20860,Y,GID365,16,2046,PA3340,,Tfp pilus assembly protein FimV
PA14_20860,Y,GID365,1357,2046,PA3340,,Tfp pilus assembly protein FimV
PA14_20870,Y,GID263,1589,2187,PA3339,,hypothetical protein
PA14_20880,Y,GID5116,154,291,PA3338,,hypothetical protein
PA14_20890,Y,GID2039,26,999,PA3337,rfaD,ADP-L-glycero-D-manno-heptose-6-epimerase
PA14_20890,Y,GID2039,422,999,PA3337,rfaD,ADP-L-glycero-D-manno-heptose-6-epimerase
PA14_20900,Y,GID1706,17,1167,PA3336,,MFS transporter
PA14_20920,Y,GID3235,100,753,PA3335,,hypothetical protein
PA14_20960,Y,GID4542,302,426,PA3332,,isomerase
PA14_20960,Y,GID4542,92,426,PA3332,,isomerase
PA14_20970,Y,GID1376,357,1257,PA3331,cyp23,cytochrome P450
PA14_21000,Y,GID1125,15,1329,PA3329,,hypothetical protein
PA14_21000,Y,GID1125,1217,1329,PA3329,,hypothetical protein
PA14_21020,Y,GID4,35,7059,PA3327,,non-ribosomal peptide synthetase
PA14_21030,Y,GID3868,70,606,PA3326,clpP,ATP-dependent Clp protease proteolytic subunit
PA14_21040,Y,GID2395,788,888,PA3325,,hypothetical protein
PA14_21050,Y,GID489,406,1779,PA3324,,short chain dehydrogenase
PA14_21060,Y,GID2402,70,876,PA3323,,hypothetical protein
PA14_21080,Y,GID2599,826,915,PA3321,,LysR family transcriptional activator
PA14_21090,Y,GID4549,20,456,PA3320,,hypothetical protein
PA14_21110,Y,GID267,190,2079,PA3319,plcN,non-hemolytic phospholipase C
PA14_21110,Y,GID267,1169,2079,PA3319,plcN,non-hemolytic phospholipase C
PA14_21120,Y,GID4217,150,501,PA3318,,hypothetical protein
PA14_21130,Y,GID3345,6,729,PA3317,,outer membrane lipoprotein
PA14_21130,Y,GID3345,554,729,PA3317,,outer membrane lipoprotein
PA14_21150,Y,GID2932,512,834,PA3315,,ABC transporter permease
PA14_21160,Y,GID3073,422,804,PA3314,,ABC transporter ATP-binding protein
PA14_21180,Y,GID2708,719,891,PA3312,,3-hydroxyisobutyrate dehydrogenase
PA14_21180,Y,GID2708,719,891,PA3312,,3-hydroxyisobutyrate dehydrogenase
PA14_21190,Y,GID207,39,2358,PA3311,,hypothetical protein
PA14_21210,Y,GID585,1268,1656,PA3310,,hypothetical protein
PA14_21210,Y,GID585,87,1656,PA3310,,hypothetical protein
PA14_21220,Y,GID4607,89,456,PA3309,,hypothetical protein
PA14_21230,Y,GID89,1857,2853,PA3308,hepA,ATP-dependent helicase HepA
PA14_21240,Y,GID5096,307,309,PA3307,,hypothetical protein
PA14_21250,Y,GID3695,184,603,PA3306,alkB,hypothetical protein
PA14_21260,Y,GID6316,37,114,,,hypothetical protein
PA14_21280,Y,GID369,354,1995,PA3305,,hypothetical protein
PA14_21280,Y,GID369,1423,1995,PA3305,,hypothetical protein
PA14_21290,Y,GID2842,80,858,PA3304,,hypothetical protein
PA14_21300,Y,GID1691,443,1176,PA3303,,MFS transporte
PA14_21320,Y,GID2147,17,951,PA3301,,hypothetical protein
PA14_21340,Y,GID576,155,1689,PA3300,fadD2,long-chain-fatty-acid--CoA ligase
PA14_21340,Y,GID576,811,1689,PA3300,fadD2,long-chain-fatty-acid--CoA ligase
PA14_21370,Y,GID562,167,1689,PA3299,fadD1,long-chain-fatty-acid--CoA ligase
PA14_21370,Y,GID562,1687,1689,PA3299,fadD1,long-chain-fatty-acid--CoA ligase
PA14_21400,Y,GID22,3198,3981,PA3297,hrpA,ATP-dependent helicase
PA14_21400,Y,GID22,1240,3981,PA3297,hrpA,ATP-dependent helicase
PA14_21410,Y,GID914,290,1431,PA3296,phoA,alkaline phosphatase
PA14_21410,Y,GID914,583,1431,PA3296,phoA,alkaline phosphatase
PA14_21440,Y,GID4613,79,438,PA3295,,HIT family protein
PA14_21480,Y,GID3960,124,555,PA3291,,hypothetical protein
PA14_21490,Y,GID123,498,2649,PA3290,,hypothetical protein
PA14_21510,Y,GID4700,176,414,PA3289,,hypothetical protein
PA14_21520,Y,GID4250,235,504,PA3288,,hypothetical protein
PA14_21540,Y,GID1949,346,1053,PA3286,,3-oxoacyl-ACP synthase
PA14_21570,Y,GID5090,314,315,PA3284,,hypothetical protein
PA14_21580,Y,GID2726,322,855,PA3283,,hypothetical protein
PA14_21590,Y,GID3143,232,735,PA3282,,hypothetical protein
PA14_21610,Y,GID1088,187,1317,PA3280,oprO,pyrophosphate-specific outer membrane porin OprO precursor
PA14_21620,Y,GID1074,223,1323,PA3279,oprP,phosphate-specific outer membrane porin OprP precursor
PA14_21630,Y,GID5150,47,300,PA3278,,hypothetical protein
PA14_21640,Y,GID2954,385,813,PA3277,,short chain dehydrogenase
PA14_21650,Y,GID4541,348,423,PA3276,,hypothetical protein
PA14_21660,Y,GID5014,11,330,PA3275,,hypothetical protein
PA14_21670,Y,GID5204,267,288,PA3274,,hypothetical protein
PA14_21680,Y,GID3886,212,600,PA3273,,hypothetical protein
PA14_21690,Y,GID13,275,4347,PA3272,,ATP-dependent DNA helicase
PA14_21700,Y,GID41,73,3480,PA3271,,two-component sensor
PA14_21700,Y,GID41,1368,3480,PA3271,,two-component sensor
PA14_21710,Y,GID3906,134,588,PA3270,,hypothetical protein
PA14_21720,Y,GID2707,83,855,PA3269,,AraC family transcriptional regulator
PA14_21730,Y,GID251,1939,2166,PA3268,,TonB-dependent receptor
PA14_21730,Y,GID251,690,2166,PA3268,,TonB-dependent receptor
PA14_21750,Y,GID448,445,1875,PA3267,,hypothetical protein
PA14_21760,Y,GID5396,26,210,PA3266,capB,cold acclimation protein B
PA14_21770,Y,GID5115,64,315,PA3265,,DMT family permease
PA14_21820,Y,GID3222,29,762,PA3262,fklB,"peptidyl-prolyl cis-trans isomerase, FkbP-type"
PA14_21820,Y,GID3222,114,762,PA3262,fklB,"peptidyl-prolyl cis-trans isomerase, FkbP-type"
PA14_21830,Y,GID6305,308,432,,,hypothetical protein
PA14_21840,Y,GID3248,101,747,PA3261,,hypothetical protein
PA14_21850,Y,GID5181,220,312,PA3260,,transcriptional regulator
PA14_21860,Y,GID4331,213,480,PA3259,,hypothetical protein
PA14_21870,Y,GID493,726,1806,PA3258,,EAL domain/GGDEF domain-containing protein
PA14_21880,Y,GID305,92,2097,PA3257,tsp,periplasmic tail-specific protease
PA14_21880,Y,GID305,359,2097,PA3257,tsp,periplasmic tail-specific protease
PA14_21890,Y,GID2351,299,963,PA3256,,oxidoreductase
PA14_21900,Y,GID3949,94,579,PA3255,,HAD-superfamily hydrolase
PA14_21910,Y,GID2291,709,996,PA3254,,ABC transporter ATP-binding protein
PA14_21920,Y,GID3019,377,798,PA3253,,ABC transporter permease
PA14_21930,Y,GID2813,458,840,PA3252,,ABC transporter permease
PA14_21940,Y,GID2792,152,810,PA3251,,hypothetical protein
PA14_21960,Y,GID1891,187,1059,PA3250,,hypothetical protein
PA14_21970,Y,GID3370,233,717,PA3249,phnR,transcriptional regulator
PA14_21980,Y,GID4037,8,552,PA3248,,hypothetical protein
PA14_21990,Y,GID1225,888,1290,PA3247,,aminopeptidase 2
PA14_21990,Y,GID1225,158,1290,PA3247,,aminopeptidase 2
PA14_22000,Y,GID3579,518,636,PA3246,rluA,pseudouridine synthase
PA14_22020,Y,GID3011,397,816,PA3244,minD,cell division inhibitor MinD
PA14_22020,Y,GID3011,68,816,PA3244,minD,cell division inhibitor MinD
PA14_22040,Y,GID3078,697,792,PA3243,minC,septum formation inhibitor
PA14_22050,Y,GID2196,326,939,PA3242,htrB,lipid A biosynthesis lauroyl acyltransferase
PA14_22060,Y,GID1619,1063,1170,PA3241,,hypothetical protein
PA14_22120,Y,GID6301,391,2325,,,hypothetical protein
PA14_22160,Y,GID7247,332,507,,,hypothetical protein
PA14_22190,Y,GID7245,80,387,,,hypothetical protein
PA14_22190,Y,GID7245,18,387,,,hypothetical protein
PA14_22190,Y,GID7245,18,387,,,hypothetical protein
PA14_22270,Y,GID6298,313,1578,,,recombinase
PA14_22280,Y,GID6297,158,264,,,pirin-related protein
PA14_22290,Y,GID2886,205,804,PA3239,vacJ,hypothetical protein
PA14_22310,Y,GID1014,374,1362,PA3238,,hypothetical protein
PA14_22310,Y,GID1014,1105,1362,PA3238,,hypothetical protein
PA14_22320,Y,GID5355,58,222,PA3237,,hypothetical protein
PA14_22330,Y,GID2649,104,858,PA3236,,glycine betaine-binding protein
PA14_22340,Y,GID5125,16,312,PA3235,,hypothetical protein
PA14_22350,Y,GID642,190,1656,PA3234,actP,acetate permease
PA14_22370,Y,GID513,92,1800,PA3233,,hypothetical protein
PA14_22370,Y,GID513,906,1800,PA3233,,hypothetical protein
PA14_22380,Y,GID3747,356,627,PA3232,,DNA polymerase III subunit epsilon
PA14_22400,Y,GID5491,158,159,PA3231,,hypothetical protein
PA14_22410,Y,GID1586,233,1125,PA3230,,hypothetical protein
PA14_22420,Y,GID5244,107,267,PA3229,,hypothetical protein
PA14_22440,Y,GID491,86,1833,PA3228,,ABC transporter ATP-binding protein/permease
PA14_22450,Y,GID4063,187,564,PA3227,ppiA,peptidyl-prolyl cis-trans isomerase A
PA14_22470,Y,GID2383,806,930,PA3225,,LysR family transcriptional regulator
PA14_22480,Y,GID5064,26,318,PA3224,,hypothetical protein
PA14_22490,Y,GID3694,161,642,PA3223,acpD,ACP phosphodieterase
PA14_22500,Y,GID6292,457,735,,,protein-disulfide isomerase
PA14_22510,Y,GID5488,28,393,,,hypothetical protein
PA14_22510,Y,GID5488,28,393,,,hypothetical protein
PA14_22520,Y,GID6291,80,1056,,,hypothetical protein
PA14_22530,Y,GID6290,13,618,,,glutathione S-transferase
PA14_22530,Y,GID6290,335,618,,,glutathione S-transferase
PA14_22530,Y,GID6290,335,618,,,glutathione S-transferase
PA14_22540,Y,GID6289,38,555,,,flavodoxin
PA14_22550,Y,GID6288,12,813,,,LysR family transcriptional regulator
PA14_22550,Y,GID6288,238,813,,,LysR family transcriptional regulator
PA14_22570,Y,GID5021,97,336,PA3221,csaA,CsaA protein
PA14_22590,Y,GID2742,143,813,PA3219,,hypothetical protein
PA14_22600,Y,GID6287,550,1056,,,glycosyl transferase family protein
PA14_22620,Y,GID1042,74,1392,PA3217,cyaB,hypothetical protein
PA14_22630,Y,GID5012,98,318,PA3216,,hypothetical protein
PA14_22640,Y,GID2092,12,1014,PA3215,,AraC family transcriptional regulator
PA14_22640,Y,GID2092,526,1014,PA3215,,AraC family transcriptional regulator
PA14_22650,Y,GID3728,113,645,PA3214,,ABC transporter
PA14_22660,Y,GID2513,116,939,PA3213,,hypothetical protein
PA14_22670,Y,GID3106,303,795,PA3212,,ABC transporter ATP-binding protein
PA14_22680,Y,GID1755,72,1146,PA3211,,ABC transporter permease
PA14_22690,Y,GID864,18,1455,PA3210,trkH,potassium uptake protein TrkH
PA14_22700,Y,GID4743,24,372,PA3209,,ferredoxin
PA14_22710,Y,GID4023,481,561,PA3208,,hypothetical protein
PA14_22730,Y,GID1158,178,1338,PA3206,,two-component sensor
PA14_22770,Y,GID5013,276,369,PA3203,,hypothetical protein
PA14_22820,Y,GID2453,586,888,PA3200,,PHP domain-containing protein
PA14_22820,Y,GID2453,27,888,PA3200,,PHP domain-containing protein
PA14_22820,Y,GID2453,586,888,PA3200,,PHP domain-containing protein
PA14_22830,Y,GID3676,114,630,PA3199,,SUA5/yciO/yrdC family:Sua5/YciO/YrdC/YwlC family protein
PA14_22840,Y,GID3383,286,753,PA3198,,hypothetical protein
PA14_22860,Y,GID2185,313,993,PA3197,,transcriptional regulator
PA14_22870,Y,GID4194,227,531,PA3196,,hypothetical protein
PA14_22890,Y,GID2107,65,1005,PA3195,gapA,glyceraldehyde-3-phosphate dehydrogenase
PA14_22910,Y,GID466,824,1827,PA3194,edd,phosphogluconate dehydratase
PA14_22910,Y,GID466,270,1827,PA3194,edd,phosphogluconate dehydratase
PA14_22940,Y,GID3351,250,729,PA3192,gltR,two-component response regulator GltR
PA14_22960,Y,GID989,170,1422,PA3191,,two-component sensor
PA14_22980,Y,GID1300,1150,1263,PA3190,gltB,sugar ABC transporter substrate-binding protein
PA14_22980,Y,GID1300,401,1263,PA3190,gltB,sugar ABC transporter substrate-binding protein
PA14_22990,Y,GID2290,133,933,PA3189,,ABC sugar transporter permease
PA14_23000,Y,GID2786,734,846,PA3188,,ABC sugar transporter permease
PA14_23030,Y,GID867,256,1365,PA3186,oprB,glucose/carbohydrate outer membrane porin OprB precursor
PA14_23030,Y,GID867,1243,1365,PA3186,oprB,glucose/carbohydrate outer membrane porin OprB precursor
PA14_23050,Y,GID2479,332,852,PA3185,,hypothetical protein
PA14_23060,Y,GID2861,703,858,PA3184,hexR,DNA-binding transcriptional regulator HexR
PA14_23060,Y,GID2861,284,858,PA3184,hexR,DNA-binding transcriptional regulator HexR
PA14_23070,Y,GID792,88,1470,PA3183,zwf,glucose-6-phosphate 1-dehydrogenase
PA14_23080,Y,GID3428,710,717,PA3182,pgl,6-phosphogluconolactonase
PA14_23090,Y,GID3578,382,663,PA3181,eda,keto-hydroxyglutarate-aldolase/keto-deoxy- phosphogluconate aldolase
PA14_23100,Y,GID4484,46,438,PA3180,,hypothetical protein
PA14_23110,Y,GID1541,92,1161,PA3179,,hypothetical protein
PA14_23120,Y,GID4842,172,378,PA3178,,hypothetical protein
PA14_23130,Y,GID2452,132,924,PA3177,,sensory box GGDEF domain-containing protein
PA14_23160,Y,GID1494,113,1215,PA3176,gltS,sodium/glutamate symporter
PA14_23160,Y,GID1494,759,1215,PA3176,gltS,sodium/glutamate symporter
PA14_23170,Y,GID2322,248,936,PA3175,,formimidoylglutamase
PA14_23170,Y,GID2322,625,936,PA3175,,formimidoylglutamase
PA14_23190,Y,GID3422,419,729,PA3174,,transcriptional regulator
PA14_23200,Y,GID3302,686,741,PA3173,,short chain dehydrogenase
PA14_23210,Y,GID3458,489,681,PA3172,,phosphoglycolate phosphatase
PA14_23240,Y,GID1107,332,1335,PA3170,,N-ethylammeline chlorohydrolase
PA14_23250,Y,GID1890,502,1077,PA3169,mtnA,methylthioribose-1-phosphate isomerase
PA14_23270,Y,GID1797,56,1086,PA3167,serC,phosphoserine aminotransferase
PA14_23280,Y,GID1777,157,1098,PA3166,pheA,chorismate mutase
PA14_23290,Y,GID1785,595,1110,PA3165,hisC2,histidinol-phosphate aminotransferase
PA14_23310,Y,GID256,389,2241,PA3164,,bifunctional cyclohexadienyl dehydrogenase/ 3-phosphoshikimate 1-carboxyvinyltransferase
PA14_23310,Y,GID256,308,2241,PA3164,,bifunctional cyclohexadienyl dehydrogenase/ 3-phosphoshikimate 1-carboxyvinyltransferase
PA14_23330,Y,GID612,1134,1680,PA3162,rpsA,30S ribosomal protein S1
PA14_23330,Y,GID612,1134,1680,PA3162,rpsA,30S ribosomal protein S1
PA14_23360,Y,GID3992,113,1083,,wzz,O-antigen chain length regulator
PA14_23400,Y,GID6270,1330,1350,,ORF_8,hypothetical protein
PA14_23420,Y,GID6269,118,2169,,ORF_10,zinc-binding dehydrogenase
PA14_23430,Y,GID6268,480,1653,,ORF_11,heparinase
PA14_23460,Y,GID3451,153,1017,,orfN,group 4 glycosyl transferase
PA14_23460,Y,GID3451,153,1017,,orfN,group 4 glycosyl transferase
PA14_23470,Y,GID381,19,1998,PA3141,wbpM,nucleotide sugar epimerase/dehydratase WbpM
PA14_23480,Y,GID5095,150,330,PA3140,,hypothetical protein
PA14_23500,Y,GID1561,116,1197,PA3139,tyrB,aromatic amino acid aminotransferase
PA14_23510,Y,GID360,202,2013,PA3138,uvrB,excinuclease ABC subunit B
PA14_23520,Y,GID840,461,1500,PA3137,,MFS transporter
PA14_23530,Y,GID1965,258,1068,PA3136,,secretion protein
PA14_23540,Y,GID2529,159,921,PA3135,act,transcriptional regulator
PA14_23610,Y,GID2772,290,858,PA3132,,hydrolase
PA14_23620,Y,GID3693,103,648,PA3131,kdgA,aldolase
PA14_23630,Y,GID4555,13,438,PA3130,,hypothetical protein
PA14_23640,Y,GID2195,495,960,PA3129,,hypothetical protein
PA14_23650,Y,GID3369,559,747,PA3128,,short chain dehydrogenase
PA14_23670,Y,GID2967,782,804,PA3127,,hypothetical protein
PA14_23670,Y,GID2967,782,804,PA3127,,hypothetical protein
PA14_23670,Y,GID2967,6,804,PA3127,,hypothetical protein
PA14_23670,Y,GID2967,57,804,PA3127,,hypothetical protein
PA14_23680,Y,GID4554,45,450,PA3126,ibpA,heat-shock protein IbpA
PA14_23690,Y,GID1232,13,1329,PA3125,,secreted protein
PA14_23690,Y,GID1232,79,1329,PA3125,,secreted protein
PA14_23700,Y,GID2588,212,912,PA3124,,LysR family transcriptional regulator
PA14_23720,Y,GID4857,122,378,PA3123,,translation initiation inhibitor
PA14_23730,Y,GID2623,671,894,PA3122,,LysR family transcriptional regulator
PA14_23750,Y,GID898,743,1425,PA3121,leuC,isopropylmalate isomerase large subunit
PA14_23750,Y,GID898,16,1425,PA3121,leuC,isopropylmalate isomerase large subunit
PA14_23750,Y,GID898,743,1425,PA3121,leuC,isopropylmalate isomerase large subunit
PA14_23760,Y,GID3589,545,639,PA3120,leuD,isopropylmalate isomerase small subunit
PA14_23770,Y,GID4043,320,564,PA3119,,biotin synthesis protein
PA14_23790,Y,GID1896,664,1083,PA3118,leuB,3-isopropylmalate dehydrogenase
PA14_23810,Y,GID2161,811,1011,PA3116,asd,aspartate-semialdehyde dehydrogenase
PA14_23830,Y,GID122,226,2775,PA3115,fimV,pilus assembly protein
PA14_23840,Y,GID2665,25,858,PA3114,truA,tRNA pseudouridine synthase A
PA14_23840,Y,GID2665,633,858,PA3114,truA,tRNA pseudouridine synthase A
PA14_23840,Y,GID2665,394,858,PA3114,truA,tRNA pseudouridine synthase A
PA14_23850,Y,GID3736,97,636,PA3113,trpF,N-(5'-phosphoribosyl)anthranilate isomerase
PA14_23880,Y,GID1306,1270,1290,PA3111,folC,folylpolyglutamate synthetase
PA14_23890,Y,GID3768,429,648,PA3110,,hypothetical protein
PA14_23900,Y,GID4100,10,543,PA3109,cvpA,hypothetical protein
PA14_23900,Y,GID4100,253,543,PA3109,cvpA,hypothetical protein
PA14_23920,Y,GID751,54,1506,PA3108,purF,amidophosphoribosyltransferase
